epoch  bestFitness  averageFitness   worstFitness
1   7292,00  7766,51   8290,00
2   7240,00  7645,55   8104,00
3   7164,00  7563,43   7954,00
4   7160,00  7502,82   7936,00
5   7160,00  7455,69   7798,00
6   7160,00  7417,88   7774,00
7   7160,00  7382,46   7834,00
8   7130,00  7347,15   7772,00
9   7104,00  7303,33   7686,00
10   7070,00  7253,77   7656,00
11   7056,00  7216,02   7554,00
12   7056,00  7183,97   7570,00
13   7056,00  7160,54   7494,00
14   7048,00  7138,77   7534,00
15   7046,00  7118,75   7506,00
16   7044,00  7079,39   7470,00
17   7032,00  7056,92   7454,00
18   7032,00  7053,13   7486,00
19   7032,00  7049,20   7486,00
20   7024,00  7048,31   7414,00
21   7024,00  7045,41   7486,00
22   7012,00  7038,97   7464,00
23   7012,00  7033,53   7418,00
24   7012,00  7026,72   7470,00
25   7012,00  7025,45   7432,00
26   7012,00  7024,90   7418,00
27   7012,00  7022,05   7398,00
28   7010,00  7016,15   7472,00
29   7008,00  7013,59   7472,00
30   7000,00  7013,21   7466,00
31   7000,00  7013,25   7472,00
32   7000,00  7012,75   7472,00
33   6998,00  7011,76   7450,00
34   6996,00  7009,81   7456,00
35   6996,00  7006,56   7390,00
36   6996,00  7002,07   7460,00
37   6996,00  7000,97   7458,00
38   6994,00  7000,40   7460,00
39   6994,00  6998,36   7536,00
40   6992,00  6997,53   7536,00
41   6992,00  6997,43   7536,00
42   6992,00  6997,36   7454,00
43   6992,00  6995,95   7408,00
44   6990,00  6995,20   7446,00
45   6990,00  6994,76   7398,00
46   6978,00  6993,93   7474,00
47   6978,00  6993,41   7540,00
48   6978,00  6992,96   7474,00
49   6978,00  6992,59   7474,00
50   6978,00  6991,75   7418,00
51   6978,00  6991,44   7530,00
52   6978,00  6988,60   7530,00
53   6976,00  6981,00   7472,00
54   6976,00  6979,74   7514,00
55   6976,00  6979,31   7460,00
56   6976,00  6979,23   7460,00
57   6976,00  6979,14   7514,00
58   6976,00  6978,43   7514,00
59   6976,00  6977,60   7470,00
60   6976,00  6977,58   7470,00
61   6976,00  6977,22   7512,00
62   6976,00  6977,39   7434,00
63   6976,00  6977,16   7470,00
64   6976,00  6977,62   7512,00
65   6976,00  6977,37   7512,00
66   6976,00  6977,37   7460,00
67   6976,00  6976,97   7464,00
68   6976,00  6977,60   7512,00
69   6976,00  6977,44   7512,00
70   6976,00  6977,37   7434,00
71   6976,00  6977,08   7512,00
72   6976,00  6977,42   7470,00
73   6976,00  6977,15   7434,00
74   6976,00  6977,33   7464,00
75   6976,00  6977,49   7470,00
76   6976,00  6977,32   7460,00
77   6976,00  6977,37   7312,00
78   6976,00  6977,34   7512,00
79   6976,00  6977,41   7512,00
80   6976,00  6977,02   7464,00
81   6976,00  6977,09   7460,00
82   6976,00  6976,96   7464,00
83   6976,00  6977,29   7460,00
84   6976,00  6977,22   7512,00
85   6976,00  6977,19   7470,00
86   6976,00  6977,26   7460,00
87   6976,00  6977,54   7464,00
88   6976,00  6977,76   7434,00
89   6976,00  6977,12   7464,00
90   6976,00  6977,63   7470,00
91   6976,00  6977,36   7512,00
92   6976,00  6977,39   7512,00
93   6976,00  6977,33   7434,00
94   6976,00  6977,32   7464,00
95   6976,00  6977,55   7512,00
96   6976,00  6977,12   7512,00
97   6976,00  6977,20   7470,00
98   6976,00  6977,25   7512,00
99   6976,00  6977,05   7328,00
100   6976,00  6977,38   7512,00
