epoch  bestFitness  averageFitness   worstFitness
1   7266,00  7764,47   8224,00
2   7266,00  7648,72   8028,00
3   7180,00  7567,61   7914,00
4   7154,00  7507,91   7888,00
5   7152,00  7452,89   7914,00
6   7132,00  7395,97   7772,00
7   7126,00  7328,98   7754,00
8   7126,00  7250,65   7770,00
9   7124,00  7192,77   7634,00
10   7098,00  7160,08   7658,00
11   7098,00  7144,18   7528,00
12   7060,00  7132,28   7518,00
13   7056,00  7118,82   7526,00
14   7054,00  7101,86   7502,00
15   7054,00  7096,93   7634,00
16   7038,00  7092,70   7494,00
17   7038,00  7085,99   7674,00
18   7030,00  7071,79   7606,00
19   7030,00  7053,06   7426,00
20   7018,00  7044,79   7502,00
21   7018,00  7039,15   7482,00
22   7010,00  7038,12   7570,00
23   7010,00  7035,91   7490,00
24   7010,00  7029,06   7482,00
25   7010,00  7017,58   7466,00
26   7006,00  7011,37   7458,00
27   7006,00  7011,43   7550,00
28   7006,00  7010,93   7414,00
29   6992,00  7011,09   7550,00
30   6988,00  7010,51   7454,00
31   6988,00  7008,65   7466,00
32   6988,00  7005,58   7396,00
33   6988,00  7004,11   7340,00
34   6976,00  7000,97   7364,00
35   6976,00  6992,17   7544,00
36   6976,00  6988,95   7522,00
37   6976,00  6988,07   7476,00
38   6970,00  6983,84   7478,00
39   6970,00  6977,87   7536,00
40   6970,00  6976,86   7536,00
41   6970,00  6976,49   7536,00
42   6968,00  6975,61   7536,00
43   6968,00  6972,79   7504,00
44   6966,00  6971,21   7452,00
45   6966,00  6971,18   7530,00
46   6966,00  6970,56   7452,00
47   6964,00  6970,11   7350,00
48   6962,00  6969,00   7494,00
49   6962,00  6968,78   7512,00
50   6962,00  6967,59   7436,00
51   6962,00  6967,01   7492,00
52   6962,00  6966,33   7490,00
53   6962,00  6965,07   7492,00
54   6962,00  6963,56   7386,00
55   6962,00  6963,22   7506,00
56   6962,00  6963,23   7506,00
57   6962,00  6962,99   7506,00
58   6962,00  6963,20   7506,00
59   6962,00  6963,34   7424,00
60   6962,00  6963,30   7506,00
61   6962,00  6963,18   7488,00
62   6962,00  6963,39   7506,00
63   6962,00  6963,29   7506,00
64   6962,00  6963,08   7488,00
65   6962,00  6962,92   7432,00
66   6962,00  6963,44   7506,00
67   6962,00  6963,12   7488,00
68   6962,00  6963,27   7506,00
69   6962,00  6963,02   7432,00
70   6962,00  6963,01   7432,00
71   6962,00  6963,25   7432,00
72   6962,00  6963,18   7506,00
73   6962,00  6963,10   7488,00
74   6962,00  6963,21   7432,00
75   6962,00  6962,92   7506,00
76   6962,00  6963,04   7432,00
77   6962,00  6963,12   7432,00
78   6962,00  6963,03   7384,00
79   6962,00  6963,13   7488,00
80   6962,00  6962,85   7432,00
81   6962,00  6963,09   7506,00
82   6962,00  6963,11   7506,00
83   6962,00  6963,45   7506,00
84   6962,00  6962,89   7334,00
85   6962,00  6963,03   7506,00
86   6962,00  6963,17   7488,00
87   6962,00  6963,27   7488,00
88   6962,00  6963,20   7506,00
89   6962,00  6962,84   7432,00
90   6962,00  6963,37   7506,00
91   6962,00  6963,13   7506,00
92   6962,00  6963,31   7506,00
93   6962,00  6963,16   7432,00
94   6962,00  6963,13   7506,00
95   6962,00  6963,37   7506,00
96   6962,00  6963,38   7506,00
97   6962,00  6963,08   7506,00
98   6962,00  6963,13   7424,00
99   6962,00  6963,41   7432,00
100   6962,00  6963,06   7506,00
