epoch  bestFitness  averageFitness   worstFitness
1   7736,00  7812,00   7888,00
2   7736,00  7736,00   7736,00
3   7736,00  7736,00   7736,00
4   7736,00  7736,00   7736,00
5   7736,00  7736,00   7736,00
6   7736,00  7736,00   7736,00
7   7736,00  7736,00   7736,00
8   7724,00  7730,00   7736,00
9   7724,00  7730,00   7736,00
10   7724,00  7724,00   7724,00
11   7724,00  7724,00   7724,00
12   7724,00  7724,00   7724,00
13   7724,00  7724,00   7724,00
14   7724,00  7724,00   7724,00
15   7724,00  7724,00   7724,00
16   7724,00  7724,00   7724,00
17   7724,00  7724,00   7724,00
18   7724,00  7724,00   7724,00
19   7724,00  7724,00   7724,00
20   7724,00  7724,00   7724,00
21   7724,00  7724,00   7724,00
22   7724,00  7724,00   7724,00
23   7724,00  7724,00   7724,00
24   7724,00  7724,00   7724,00
25   7724,00  7724,00   7724,00
26   7724,00  7724,00   7724,00
27   7724,00  7724,00   7724,00
28   7724,00  7724,00   7724,00
29   7724,00  7724,00   7724,00
30   7724,00  7724,00   7724,00
31   7724,00  7724,00   7724,00
32   7724,00  7724,00   7724,00
33   7724,00  7724,00   7724,00
34   7724,00  7724,00   7724,00
35   7724,00  7724,00   7724,00
36   7724,00  7724,00   7724,00
37   7724,00  7724,00   7724,00
38   7724,00  7724,00   7724,00
39   7724,00  7724,00   7724,00
40   7724,00  7724,00   7724,00
41   7724,00  7724,00   7724,00
42   7724,00  7724,00   7724,00
43   7724,00  7724,00   7724,00
44   7724,00  7724,00   7724,00
45   7724,00  7724,00   7724,00
46   7724,00  7724,00   7724,00
47   7724,00  7724,00   7724,00
48   7724,00  7724,00   7724,00
49   7720,00  7722,00   7724,00
50   7720,00  7720,00   7720,00
51   7720,00  7720,00   7720,00
52   7720,00  7720,00   7720,00
53   7720,00  7720,00   7720,00
54   7720,00  7720,00   7720,00
55   7720,00  7720,00   7720,00
56   7720,00  7720,00   7720,00
57   7720,00  7720,00   7720,00
58   7720,00  7720,00   7720,00
59   7720,00  7720,00   7720,00
60   7720,00  7720,00   7720,00
61   7720,00  7720,00   7720,00
62   7720,00  7720,00   7720,00
63   7720,00  7720,00   7720,00
64   7720,00  7720,00   7720,00
65   7720,00  7720,00   7720,00
66   7720,00  7720,00   7720,00
67   7720,00  7720,00   7720,00
68   7720,00  7720,00   7720,00
69   7720,00  7720,00   7720,00
70   7720,00  7720,00   7720,00
71   7720,00  7720,00   7720,00
72   7720,00  7720,00   7720,00
73   7720,00  7720,00   7720,00
74   7720,00  7720,00   7720,00
75   7720,00  7720,00   7720,00
76   7720,00  7720,00   7720,00
77   7720,00  7720,00   7720,00
78   7720,00  7720,00   7720,00
79   7720,00  7720,00   7720,00
80   7720,00  7720,00   7720,00
81   7720,00  7720,00   7720,00
82   7720,00  7720,00   7720,00
83   7720,00  7720,00   7720,00
84   7720,00  7720,00   7720,00
85   7720,00  7720,00   7720,00
86   7720,00  7720,00   7720,00
87   7720,00  7720,00   7720,00
88   7720,00  7720,00   7720,00
89   7720,00  7720,00   7720,00
90   7720,00  7720,00   7720,00
91   7720,00  7720,00   7720,00
92   7720,00  7720,00   7720,00
93   7720,00  7720,00   7720,00
94   7720,00  7720,00   7720,00
95   7720,00  7720,00   7720,00
96   7720,00  7720,00   7720,00
97   7720,00  7720,00   7720,00
98   7720,00  7720,00   7720,00
99   7720,00  7720,00   7720,00
100   7720,00  7720,00   7720,00
