epoch  bestFitness  averageFitness   worstFitness
1   7328,00  7766,26   8130,00
2   7328,00  7643,50   7994,00
3   7322,00  7551,23   7918,00
4   7286,00  7495,04   7844,00
5   7280,00  7448,99   7718,00
6   7240,00  7404,89   7672,00
7   7240,00  7373,51   7658,00
8   7240,00  7346,50   7632,00
9   7240,00  7333,35   7568,00
10   7240,00  7307,90   7544,00
11   7238,00  7258,59   7520,00
12   7238,00  7240,63   7532,00
13   7176,00  7240,29   7488,00
14   7176,00  7240,55   7644,00
15   7176,00  7235,99   7402,00
16   7168,00  7222,88   7534,00
17   7168,00  7190,43   7394,00
18   7152,00  7177,19   7544,00
19   7096,00  7175,60   7528,00
20   7088,00  7171,93   7474,00
21   7088,00  7165,71   7340,00
22   7086,00  7156,54   7410,00
23   7084,00  7132,55   7366,00
24   7084,00  7094,61   7556,00
25   7084,00  7087,32   7542,00
26   7084,00  7087,52   7550,00
27   7066,00  7086,06   7322,00
28   7066,00  7084,97   7352,00
29   7066,00  7084,51   7542,00
30   7066,00  7081,13   7356,00
31   7066,00  7072,23   7236,00
32   7064,00  7068,16   7514,00
33   7064,00  7066,70   7482,00
34   7064,00  7066,04   7174,00
35   7064,00  7066,67   7506,00
36   7064,00  7065,45   7298,00
37   7064,00  7065,67   7464,00
38   7064,00  7064,93   7406,00
39   7064,00  7064,72   7426,00
40   7064,00  7064,90   7348,00
41   7056,00  7065,56   7500,00
42   7056,00  7064,35   7192,00
43   7056,00  7063,93   7216,00
44   7056,00  7062,84   7214,00
45   7052,00  7059,66   7522,00
46   7052,00  7058,01   7516,00
47   7052,00  7056,43   7398,00
48   7052,00  7055,55   7300,00
49   7044,00  7054,48   7488,00
50   7044,00  7053,43   7338,00
51   7044,00  7054,34   7428,00
52   7044,00  7057,85   7276,00
53   7044,00  7064,79   7414,00
54   7044,00  7059,60   7304,00
55   7044,00  7045,40   7416,00
56   7044,00  7045,32   7416,00
57   7044,00  7044,50   7368,00
58   7044,00  7044,52   7346,00
59   7044,00  7044,55   7316,00
60   7044,00  7045,21   7316,00
61   7044,00  7044,71   7476,00
62   7044,00  7044,40   7202,00
63   7044,00  7045,26   7476,00
64   7044,00  7045,09   7322,00
65   7040,00  7045,05   7322,00
66   7040,00  7045,49   7356,00
67   7030,00  7045,48   7356,00
68   7026,00  7043,57   7288,00
69   7026,00  7042,17   7352,00
70   7026,00  7039,05   7522,00
71   7026,00  7033,61   7234,00
72   7026,00  7027,19   7270,00
73   7026,00  7027,14   7362,00
74   7026,00  7027,32   7452,00
75   7026,00  7026,02   7044,00
76   7014,00  7026,52   7250,00
77   7014,00  7027,75   7452,00
78   7014,00  7026,91   7378,00
79   7014,00  7025,57   7458,00
80   7014,00  7019,36   7290,00
81   7014,00  7014,83   7332,00
82   7014,00  7014,37   7194,00
83   7014,00  7015,18   7294,00
84   7014,00  7014,60   7318,00
85   7014,00  7014,92   7482,00
86   7014,00  7015,18   7242,00
87   7014,00  7016,19   7482,00
88   7014,00  7014,93   7242,00
89   7014,00  7014,85   7238,00
90   7014,00  7014,73   7266,00
91   7014,00  7015,17   7378,00
92   7014,00  7015,64   7458,00
93   7014,00  7014,79   7410,00
94   7014,00  7014,37   7178,00
95   7014,00  7015,20   7266,00
96   7014,00  7014,42   7342,00
97   7014,00  7014,70   7258,00
98   7014,00  7014,85   7254,00
99   7014,00  7014,60   7378,00
100   7014,00  7014,94   7366,00
