epoch  bestFitness  averageFitness   worstFitness
1   7216,00  7764,90   8314,00
2   7182,00  7645,63   8108,00
3   7096,00  7563,51   8012,00
4   7070,00  7498,60   7926,00
5   7028,00  7442,20   7950,00
6   7028,00  7391,52   7912,00
7   7028,00  7339,50   7920,00
8   7026,00  7284,27   7768,00
9   7018,00  7214,57   7764,00
10   6996,00  7134,64   7626,00
11   6992,00  7088,65   7518,00
12   6972,00  7061,06   7576,00
13   6962,00  7041,42   7512,00
14   6962,00  7028,80   7492,00
15   6962,00  7023,56   7566,00
16   6960,00  7016,91   7646,00
17   6960,00  7014,03   7640,00
18   6954,00  6988,86   7464,00
19   6950,00  6976,60   7452,00
20   6950,00  6975,03   7446,00
21   6946,00  6972,44   7498,00
22   6942,00  6965,59   7462,00
23   6934,00  6958,56   7458,00
24   6934,00  6952,42   7448,00
25   6934,00  6949,67   7444,00
26   6934,00  6947,04   7454,00
27   6932,00  6944,62   7444,00
28   6928,00  6941,57   7450,00
29   6928,00  6937,69   7440,00
30   6928,00  6935,25   7430,00
31   6928,00  6935,10   7430,00
32   6928,00  6935,00   7442,00
33   6928,00  6934,10   7442,00
34   6926,00  6931,77   7430,00
35   6926,00  6929,53   7430,00
36   6926,00  6929,06   7430,00
37   6926,00  6929,10   7430,00
38   6926,00  6929,20   7436,00
39   6926,00  6929,06   7430,00
40   6926,00  6928,52   7430,00
41   6926,00  6927,43   7436,00
42   6926,00  6927,02   7402,00
43   6926,00  6927,11   7428,00
44   6926,00  6927,11   7428,00
45   6926,00  6927,21   7428,00
46   6926,00  6927,15   7428,00
47   6926,00  6927,20   7428,00
48   6926,00  6927,12   7428,00
49   6926,00  6927,16   7428,00
50   6926,00  6927,18   7428,00
51   6926,00  6927,14   7428,00
52   6926,00  6927,08   7428,00
53   6926,00  6927,12   7428,00
54   6926,00  6927,14   7428,00
55   6926,00  6927,16   7428,00
56   6926,00  6927,21   7428,00
57   6926,00  6927,13   7428,00
58   6926,00  6927,12   7428,00
59   6926,00  6927,16   7428,00
60   6926,00  6927,24   7428,00
61   6926,00  6927,16   7428,00
62   6926,00  6927,11   7428,00
63   6926,00  6927,23   7428,00
64   6926,00  6927,15   7428,00
65   6926,00  6927,14   7428,00
66   6926,00  6927,26   7428,00
67   6926,00  6927,19   7428,00
68   6926,00  6927,18   7428,00
69   6926,00  6927,14   7428,00
70   6926,00  6927,10   7428,00
71   6926,00  6927,20   7428,00
72   6926,00  6927,13   7428,00
73   6926,00  6927,18   7428,00
74   6926,00  6927,14   7428,00
75   6926,00  6927,11   7428,00
76   6926,00  6927,16   7428,00
77   6926,00  6927,22   7428,00
78   6926,00  6927,21   7428,00
79   6926,00  6927,04   7428,00
80   6926,00  6927,23   7428,00
81   6926,00  6927,12   7428,00
82   6926,00  6927,12   7428,00
83   6926,00  6927,13   7428,00
84   6926,00  6927,17   7428,00
85   6926,00  6927,13   7428,00
86   6926,00  6927,13   7428,00
87   6926,00  6927,24   7428,00
88   6926,00  6927,09   7428,00
89   6926,00  6927,15   7428,00
90   6926,00  6927,13   7428,00
91   6926,00  6927,11   7392,00
92   6926,00  6927,12   7428,00
93   6926,00  6927,19   7428,00
94   6926,00  6927,22   7428,00
95   6926,00  6927,20   7428,00
96   6926,00  6927,13   7428,00
97   6926,00  6927,11   7428,00
98   6926,00  6927,20   7428,00
99   6926,00  6927,06   7428,00
100   6926,00  6927,13   7428,00
