epoch  bestFitness  averageFitness   worstFitness
1   7262,00  7766,51   8230,00
2   7188,00  7511,65   7876,00
3   7124,00  7332,90   7766,00
4   7080,00  7195,65   7634,00
5   7016,00  7135,32   7564,00
6   7012,00  7086,84   7464,00
7   7004,00  7016,99   7396,00
8   7004,00  7014,41   7474,00
9   7002,00  7010,10   7488,00
10   7002,00  7005,06   7462,00
11   6994,00  7004,03   7490,00
12   6992,00  7002,80   7460,00
13   6990,00  6994,12   7432,00
14   6990,00  6993,21   7474,00
15   6988,00  6991,62   7468,00
16   6988,00  6991,00   7518,00
17   6988,00  6989,63   7422,00
18   6988,00  6989,02   7524,00
19   6988,00  6988,79   7524,00
20   6988,00  6988,98   7392,00
21   6988,00  6989,15   7524,00
22   6988,00  6988,90   7392,00
23   6988,00  6989,04   7524,00
24   6988,00  6989,23   7524,00
25   6988,00  6989,24   7426,00
26   6988,00  6988,99   7392,00
27   6988,00  6989,52   7472,00
28   6988,00  6989,01   7340,00
29   6988,00  6989,16   7524,00
30   6988,00  6989,23   7524,00
31   6988,00  6989,14   7472,00
32   6988,00  6989,02   7426,00
33   6988,00  6989,26   7524,00
34   6988,00  6989,02   7376,00
35   6988,00  6989,12   7524,00
36   6988,00  6988,98   7452,00
37   6988,00  6989,17   7452,00
38   6988,00  6989,30   7524,00
39   6988,00  6988,95   7340,00
40   6988,00  6989,50   7524,00
41   6988,00  6989,14   7340,00
42   6988,00  6988,79   7328,00
43   6988,00  6989,14   7472,00
44   6988,00  6989,27   7426,00
45   6988,00  6989,08   7524,00
46   6988,00  6989,10   7472,00
47   6988,00  6989,38   7524,00
48   6988,00  6989,03   7376,00
49   6988,00  6989,20   7376,00
50   6988,00  6988,98   7322,00
51   6988,00  6988,95   7452,00
52   6988,00  6989,00   7422,00
53   6988,00  6988,90   7524,00
54   6988,00  6989,19   7472,00
55   6988,00  6989,15   7426,00
56   6988,00  6989,25   7524,00
57   6988,00  6989,00   7524,00
58   6988,00  6988,92   7452,00
59   6988,00  6989,13   7422,00
60   6988,00  6989,14   7452,00
61   6988,00  6989,13   7472,00
62   6988,00  6989,32   7524,00
63   6988,00  6989,08   7452,00
64   6988,00  6989,03   7472,00
65   6988,00  6988,82   7422,00
66   6988,00  6988,90   7472,00
67   6988,00  6988,87   7472,00
68   6988,00  6988,82   7422,00
69   6988,00  6989,13   7524,00
70   6988,00  6989,21   7524,00
71   6988,00  6989,52   7452,00
72   6988,00  6988,97   7426,00
73   6988,00  6989,00   7524,00
74   6988,00  6989,03   7472,00
75   6988,00  6988,94   7524,00
76   6988,00  6989,18   7472,00
77   6988,00  6989,08   7340,00
78   6988,00  6989,07   7524,00
79   6988,00  6989,11   7452,00
80   6988,00  6989,07   7472,00
81   6988,00  6988,76   7452,00
82   6988,00  6989,41   7524,00
83   6988,00  6988,78   7392,00
84   6988,00  6989,08   7524,00
85   6988,00  6988,94   7472,00
86   6988,00  6989,00   7336,00
87   6988,00  6989,00   7426,00
88   6988,00  6989,28   7524,00
89   6988,00  6989,23   7452,00
90   6988,00  6988,98   7524,00
91   6988,00  6989,00   7524,00
92   6988,00  6989,33   7524,00
93   6988,00  6989,22   7472,00
94   6988,00  6988,94   7472,00
95   6988,00  6988,85   7336,00
96   6988,00  6988,93   7452,00
97   6988,00  6988,99   7524,00
98   6988,00  6989,16   7524,00
99   6988,00  6989,27   7426,00
100   6988,00  6989,18   7472,00
