epoch  bestFitness  averageFitness   worstFitness
1   7302,00  7766,64   8294,00
2   7262,00  7646,07   8004,00
3   7236,00  7565,99   7938,00
4   7208,00  7500,81   7876,00
5   7202,00  7448,97   7864,00
6   7164,00  7402,88   7890,00
7   7164,00  7356,14   7810,00
8   7164,00  7307,03   7700,00
9   7164,00  7254,46   7734,00
10   7134,00  7220,30   7636,00
11   7134,00  7205,43   7610,00
12   7134,00  7196,41   7584,00
13   7134,00  7184,09   7586,00
14   7132,00  7177,98   7610,00
15   7128,00  7166,84   7532,00
16   7112,00  7145,84   7554,00
17   7112,00  7137,15   7554,00
18   7112,00  7135,43   7556,00
19   7112,00  7134,25   7504,00
20   7104,00  7133,24   7504,00
21   7104,00  7130,28   7504,00
22   7104,00  7122,90   7552,00
23   7102,00  7114,38   7472,00
24   7100,00  7107,75   7484,00
25   7100,00  7106,41   7472,00
26   7100,00  7106,18   7602,00
27   7098,00  7106,17   7472,00
28   7098,00  7105,37   7602,00
29   7098,00  7103,29   7470,00
30   7098,00  7101,27   7574,00
31   7094,00  7100,37   7572,00
32   7094,00  7100,43   7572,00
33   7094,00  7100,62   7572,00
34   7094,00  7100,47   7572,00
35   7094,00  7099,17   7486,00
36   7094,00  7097,49   7552,00
37   7074,00  7095,82   7490,00
38   7074,00  7096,19   7490,00
39   7074,00  7096,28   7552,00
40   7074,00  7095,21   7552,00
41   7074,00  7092,80   7552,00
42   7074,00  7083,54   7552,00
43   7074,00  7076,71   7552,00
44   7074,00  7076,60   7552,00
45   7074,00  7076,64   7478,00
46   7074,00  7076,37   7552,00
47   7074,00  7076,81   7552,00
48   7074,00  7076,33   7552,00
49   7074,00  7076,68   7478,00
50   7074,00  7076,82   7552,00
51   7074,00  7076,11   7552,00
52   7074,00  7076,32   7442,00
53   7074,00  7076,41   7552,00
54   7074,00  7076,25   7552,00
55   7074,00  7076,72   7552,00
56   7074,00  7076,50   7552,00
57   7074,00  7076,43   7478,00
58   7074,00  7076,28   7478,00
59   7074,00  7076,27   7478,00
60   7074,00  7075,98   7552,00
61   7074,00  7076,71   7552,00
62   7074,00  7076,40   7552,00
63   7074,00  7076,38   7552,00
64   7074,00  7076,53   7552,00
65   7074,00  7076,16   7478,00
66   7074,00  7076,47   7478,00
67   7074,00  7076,10   7478,00
68   7074,00  7076,19   7552,00
69   7074,00  7076,20   7552,00
70   7074,00  7076,53   7552,00
71   7074,00  7076,44   7478,00
72   7074,00  7076,86   7552,00
73   7074,00  7076,02   7552,00
74   7074,00  7076,08   7552,00
75   7074,00  7076,52   7552,00
76   7074,00  7076,57   7552,00
77   7074,00  7075,95   7462,00
78   7074,00  7076,25   7552,00
79   7074,00  7075,92   7418,00
80   7074,00  7076,28   7478,00
81   7074,00  7076,43   7442,00
82   7074,00  7076,47   7552,00
83   7074,00  7076,30   7552,00
84   7074,00  7076,38   7552,00
85   7074,00  7076,59   7552,00
86   7074,00  7076,81   7478,00
87   7074,00  7076,63   7552,00
88   7074,00  7076,38   7552,00
89   7074,00  7076,41   7478,00
90   7074,00  7076,25   7478,00
91   7074,00  7076,33   7478,00
92   7074,00  7076,08   7552,00
93   7074,00  7076,44   7552,00
94   7074,00  7076,28   7478,00
95   7074,00  7075,97   7552,00
96   7074,00  7076,36   7552,00
97   7074,00  7076,41   7478,00
98   7074,00  7076,36   7478,00
99   7074,00  7076,27   7552,00
100   7074,00  7076,27   7552,00
