epoch  bestFitness  averageFitness   worstFitness
1   7256,00  7767,88   8326,00
2   7256,00  7623,09   8028,00
3   7256,00  7520,23   7902,00
4   7256,00  7435,92   7758,00
5   7236,00  7365,46   7772,00
6   7212,00  7302,08   7604,00
7   7164,00  7259,14   7670,00
8   7164,00  7255,50   7670,00
9   7164,00  7251,16   7644,00
10   7150,00  7236,79   7670,00
11   7150,00  7216,57   7638,00
12   7104,00  7196,06   7548,00
13   7104,00  7170,35   7516,00
14   7104,00  7163,22   7616,00
15   7104,00  7157,10   7470,00
16   7104,00  7143,44   7544,00
17   7078,00  7122,38   7598,00
18   7078,00  7106,29   7536,00
19   7078,00  7104,59   7502,00
20   7078,00  7103,89   7544,00
21   7078,00  7100,47   7502,00
22   7070,00  7089,15   7518,00
23   7060,00  7079,40   7526,00
24   7060,00  7078,82   7518,00
25   7058,00  7078,46   7438,00
26   7058,00  7076,78   7518,00
27   7054,00  7071,64   7526,00
28   7052,00  7065,41   7528,00
29   7048,00  7061,04   7526,00
30   7048,00  7060,18   7472,00
31   7048,00  7058,77   7514,00
32   7046,00  7057,03   7510,00
33   7028,00  7053,16   7498,00
34   7028,00  7050,02   7464,00
35   7028,00  7049,02   7530,00
36   7028,00  7048,01   7510,00
37   7028,00  7044,91   7518,00
38   7028,00  7037,23   7470,00
39   7020,00  7029,67   7470,00
40   7016,00  7029,28   7496,00
41   7016,00  7028,66   7470,00
42   7016,00  7028,48   7470,00
43   7016,00  7027,08   7426,00
44   7010,00  7022,77   7470,00
45   7008,00  7019,59   7480,00
46   7008,00  7017,36   7484,00
47   7008,00  7016,97   7390,00
48   7008,00  7016,35   7484,00
49   7002,00  7014,27   7516,00
50   7002,00  7010,77   7478,00
51   7002,00  7009,04   7496,00
52   7002,00  7008,98   7446,00
53   7002,00  7008,42   7496,00
54   6994,00  7006,88   7466,00
55   6994,00  7003,80   7526,00
56   6994,00  7003,07   7506,00
57   6994,00  7002,96   7506,00
58   6990,00  7002,38   7506,00
59   6990,00  6999,44   7460,00
60   6990,00  6995,39   7514,00
61   6990,00  6995,17   7514,00
62   6990,00  6994,42   7452,00
63   6990,00  6992,99   7510,00
64   6988,00  6991,53   7510,00
65   6988,00  6991,04   7448,00
66   6988,00  6990,91   7474,00
67   6988,00  6990,81   7478,00
68   6988,00  6990,92   7478,00
69   6988,00  6989,98   7474,00
70   6988,00  6988,92   7422,00
71   6988,00  6988,91   7408,00
72   6988,00  6988,93   7422,00
73   6988,00  6989,04   7476,00
74   6988,00  6988,94   7476,00
75   6988,00  6989,03   7476,00
76   6988,00  6988,87   7352,00
77   6988,00  6989,02   7470,00
78   6988,00  6989,19   7476,00
79   6988,00  6988,97   7476,00
80   6988,00  6989,13   7476,00
81   6988,00  6988,80   7430,00
82   6988,00  6989,35   7476,00
83   6988,00  6988,96   7476,00
84   6988,00  6989,02   7408,00
85   6988,00  6989,13   7430,00
86   6988,00  6989,19   7430,00
87   6988,00  6988,87   7470,00
88   6988,00  6989,14   7430,00
89   6988,00  6989,34   7470,00
90   6988,00  6989,04   7430,00
91   6988,00  6988,84   7408,00
92   6988,00  6989,12   7470,00
93   6988,00  6989,03   7430,00
94   6988,00  6988,88   7408,00
95   6988,00  6989,12   7470,00
96   6988,00  6989,58   7470,00
97   6988,00  6989,13   7476,00
98   6988,00  6989,24   7476,00
99   6988,00  6988,94   7470,00
100   6988,00  6989,18   7430,00
